"lp","wojewodztwo","woj","WOJ2","powiat","pow","POW2","gmina","gmi","GMI","TERYT","miasto","lok","ubiegal","operator","odpowiedz","termininw","innaodp","data"
908,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,4,1,0,,"2012-10-16 14:15"
909,"MAZOWIECKIE",14,14,"Warszawa",65,65,"Warszawa (gmina miejska, miasto stołeczne)",1,"01","146501","Warszawa","Trawiasta",1,10,1,0,,"2012-10-16 15:12"
910,"KUJAWSKO-POMORSKIE",4,"04","nakielski",10,10,"Sadki (gmina wiejska)",4,"04","041004","Kraczki",,1,1,1,0,,"2012-10-16 15:18"
911,"MAŁOPOLSKIE",12,12,"brzeski",2,"02","Iwkowa (gmina wiejska)",6,"06","120206","Iwkowa",,1,1,1,0,,"2012-10-16 15:20"
912,"MAZOWIECKIE",14,14,"nowodworski",14,14,"Zakroczym (gmina miejsko-wiejska)",6,"06","141406","Wólka Smoszewska (Zakroczym Uroczysko)",,1,1,1,0,,"2012-10-16 16:17"
913,"KUJAWSKO-POMORSKIE",4,"04","chełmiński",4,"04","Unisław (gmina wiejska)",7,"07","040407","GŁAŻEWO",,1,1,1,0,,"2012-10-16 16:43"
914,"PODLASKIE",20,20,"kolneński",6,"06","Turol (gmina wiejska)",6,"06","200606","Łacha",,1,3,1,0,,"2012-10-16 17:02"
915,"PODLASKIE",20,20,"łomżyński",7,"07","Przytuły (gmina wiejska)",6,"06","200706","BAGIENICE",,1,10,1,0,,"2012-10-16 17:40"
916,"MAZOWIECKIE",14,14,"wołomiński",34,34,"Kobyłka (gmina miejska)",1,"01","143401","Kobyłka","Lemiana",1,2,1,0,,"2012-10-16 17:52"
917,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Tarnów (gmina wiejska)",9,"09","121609","Tarnowiec","Urocza",1,3,1,0,,"2012-10-16 18:24"
918,"MAZOWIECKIE",14,14,"piaseczyński",18,18,"Piaseczno (gmina miejsko-wiejska)",4,"04","141804","Piaseczno","Orężna",1,1,3,0,"Stara naziemna linia, brak możliwoci nowych podłšczeń.","2012-10-16 18:30"
919,"KUJAWSKO-POMORSKIE",4,"04","włocławski",18,18,"Fabianki (gmina wiejska)",7,"07","041807","Cyprianka",,1,3,1,0,,"2012-10-16 18:33"
920,"PODKARPACKIE",18,18,"jarosławski",4,"04","Radymno (gmina miejska)",2,"02","180402","Radymno",,1,1,0,0,,"2012-10-16 19:04"
921,"LUBELSKIE",6,"06","hrubieszowski",4,"04","Hrubieszów (gmina wiejska)",4,"04","060404","Moniatycze Kolonia",,1,1,1,0,,"2012-10-16 19:17"
922,"PODKARPACKIE",18,18,"jarosławski",4,"04","Jarosław (gmina miejska)",1,"01","180401","Jarosław",,1,2,3,0,"Brak możliwoci udostępnienia szybkiego łšcza internetowego stacjonarnego pow. 10 Mb/s z powodu starych łšczy, kabli itp. Obecna maksymalna prędkoć łšczy stacjonarnych w miecie < 6 Mb/s. Możliwe zwiększenie prędkoci internetu po rozbudowie sieci ale kiedy nie wiadomo.","2012-10-16 20:38"
923,"MAŁOPOLSKIE",12,12,"mylenicki",9,"09","Mylenice (gmina miejsko-wiejska)",3,"03","120903","Mylenice","Armii Krajowej",1,2,1,0,,"2012-10-16 20:58"
924,"LUBELSKIE",6,"06","radzyński",15,15,"Radzyń Podlaski (gmina miejska)",1,"01","061501","Radzyń Podlaski",,2,0,0,0,,"2012-10-16 21:11"
925,"PODKARPACKIE",18,18,"Krosno",61,61,"Krosno (gmina miejska)",1,"01","186101","Krosno","Korczyńska",1,1,1,0,,"2012-10-16 21:30"
926,"LUBELSKIE",6,"06","hrubieszowski",4,"04","Hrubieszów (gmina wiejska)",4,"04","060404","Brodzica",,1,3,1,0,,"2012-10-16 21:53"
927,"WARMIŃSKO-MAZURSKIE",28,28,"olsztyński",14,14,"Biskupiec (gmina miejsko-wiejska)",2,"02","281402","Lipowo",,1,3,1,0,,"2012-10-16 22:35"
928,"KUJAWSKO-POMORSKIE",4,"04","brodnicki",2,"02","wiedziebnia (gmina wiejska)",9,"09","040209","wiedziebnia",,1,1,1,0,,"2012-10-16 23:06"
929,"LUBUSKIE",8,"08","gorzowski",1,"01","Deszczno (gmina wiejska)",3,"03","080103","Kiełpin",,1,2,1,0,,"2012-10-16 23:21"
930,"MAŁOPOLSKIE",12,12,"wadowicki",18,18,"Wadowice (gmina miejsko-wiejska)",9,"09","121809","Chocznia","kociuszki",1,2,1,0,,"2012-10-16 23:43"
931,"PODLASKIE",20,20,"łomżyński",7,"07","Miastkowo (gmina wiejska)",3,"03","200703","drogoszewo",,1,5,1,0,,"2012-10-17 01:39"
932,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","Zielonki (gmina wiejska)",17,17,"120617","Januszowice",,2,0,0,0,,"2012-10-17 07:09"
933,"PODKARPACKIE",18,18,"jasielski",5,"05","Krempna (gmina wiejska)",6,"06","180506","Grab/Ożenna",,1,1,1,0,,"2012-10-17 07:18"
934,"PODLASKIE",20,20,"białostocki",2,"02","Supral (gmina miejsko-wiejska)",9,"09","200209","Supral","Majowa",1,2,3,0,,"2012-10-17 07:41"
935,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Wierzchosławice (gmina wiejska)",11,11,"121611","Wierzchosławice - Dwudniaki",,1,3,3,0,"brak zsięgu , stare skrzynki telefoniczne, małe zapotrzebowanie ","2012-10-17 08:09"
936,"KUJAWSKO-POMORSKIE",4,"04","nakielski",10,10,"Sadki (gmina wiejska)",4,"04","041004","Sadki","Kasztanowa",1,2,1,0,,"2012-10-17 08:23"
937,"LUBELSKIE",6,"06","widnicki",17,17,"Rybczewice (gmina wiejska)",4,"04","061704","Rybczewice Drugie",,2,0,0,0,,"2012-10-17 08:57"
938,"KUJAWSKO-POMORSKIE",4,"04","brodnicki",2,"02","Brodnica (gmina wiejska)",3,"03","040203","Kominy","Słowikowa",2,0,0,0,,"2012-10-17 09:02"
939,"MAZOWIECKIE",14,14,"piaseczyński",18,18,"Piaseczno (gmina miejsko-wiejska)",4,"04","141804","Pilawa","Lipowa, Kwitnšca",1,1,1,0,,"2012-10-17 09:03"
940,"DOLNOLĽSKIE",2,"02","wrocławski",23,23,"Siechnice (gmina miejsko-wiejska)",8,"08","022308","Iwiny","Kociuszki 51",1,1,3,0,"Witam serdecznie. Złożyłem wniosek do TP (Orange) o przyłšczenie telefonu i internetu w 2007 roku. Odpowied była, że brak możliwoci technicznych. A tu w 2011 Zrobiono sieć podziemnš, podłšczono sšsiadów, a mnie pominięto. W odpowiedzi na moje aktualne zgłoszenia otrzymuję brak możliwoci technicznych, mimo, że dom obok te możliwoci były. W TP (Orange) dowiedziałem się, ze moje zgłoszenie z 2007 roku jest w systemie i oni nie wiedzš dla czego zostałem pominięty. Gdzie mam się zgłosić?

Z wyraz","2012-10-17 09:04"
941,"LUBELSKIE",6,"06","bialski",1,"01","Sosnówka (gmina wiejska)",15,15,"060115","Dębów",,1,1,1,0,,"2012-10-17 09:40"
942,"KUJAWSKO-POMORSKIE",4,"04","toruński",15,15,"Wielka Nieszawka (gmina wiejska)",8,"08","041508","Wielka nieszawka","Piękna - Zielona - Toruńska - OSIEDLE",1,1,1,0,,"2012-10-17 09:56"
943,"MAZOWIECKIE",14,14,"wołomiński",34,34,"Radzymin (gmina miejsko-wiejska)",9,"09","143409","Nadma","Malinowa 5",1,1,2,4,,"2012-10-17 10:22"
944,"LUBELSKIE",6,"06","chełmski",3,"03","Żmud (gmina wiejska)",14,14,"060314","Pobołowice-Kolonia 33",,1,1,1,0,,"2012-10-17 10:26"
945,"MAŁOPOLSKIE",12,12,"nowotarski",11,11,"Czorsztyn (gmina wiejska)",4,"04","121104","Sromowce Wyżne","w. Kingi",1,2,1,0,,"2012-10-17 11:20"
946,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","Zielonki (gmina wiejska)",17,17,"120617","Bibice","Winiowa",1,1,1,0,,"2012-10-17 11:32"
947,"POMORSKIE",22,22,"wejherowski",15,15,"Reda (gmina miejska)",1,"01","221501","Reda","Drużynowa",1,2,1,0,,"2012-10-17 11:33"
948,"ZACHODNIOPOMORSKIE",32,32,"policki",11,11,"Dobra (Szczecińska) (gmina wiejska)",1,"01","321101","Wołczkowo","Zimowa, Letnia",1,4,1,0,,"2012-10-17 11:39"
949,"PODKARPACKIE",18,18,"jarosławski",4,"04","Laszki (gmina wiejska)",5,"05","180405","Bobrówka",,1,1,1,0,,"2012-10-17 12:00"
950,"LUBELSKIE",6,"06","zamojski",20,20,"Radecznica (gmina wiejska)",8,"08","062008","Radecznica","B.Prusa",2,0,0,0,,"2012-10-17 12:14"
951,"WIELKOPOLSKIE",30,30,"Poznań",64,64,"Poznań (gmina miejska)",1,"01","306401","Poznań","Stęszewska",1,2,3,0,"Posiadam internet szerokopasmowy","2012-10-17 12:14"
952,"MAZOWIECKIE",14,14,"pruszkowski",21,21,"Brwinów (gmina miejsko-wiejska)",3,"03","142103","Żółwin","Bajkowa 3",1,3,2,4,,"2012-10-17 12:26"
953,"PODLASKIE",20,20,"łomżyński",7,"07","Łomża (gmina wiejska)",2,"02","200702","Stare Kupiski","Brzozowa",1,2,1,0,,"2012-10-17 12:32"
954,"PODKARPACKIE",18,18,"jarosławski",4,"04","Radymno (gmina miejska)",2,"02","180402","RADYMNO","KOCIUSZKI",1,2,1,0,,"2012-10-17 12:45"
955,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","SIEROSŁAW",,1,2,2,3,,"2012-10-17 12:52"
956,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","Liszki (gmina wiejska)",7,"07","120607","Chrosna",,1,1,1,0,,"2012-10-17 12:57"
957,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski",,1,1,1,0,,"2012-10-17 13:14"
958,"WARMIŃSKO-MAZURSKIE",28,28,"giżycki",6,"06","Wydminy (gmina wiejska)",10,10,"280610","Gršdzkie",,1,5,1,0,,"2012-10-17 13:14"
959,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień pomorski","polna",2,0,0,0,,"2012-10-17 13:17"
960,"KUJAWSKO-POMORSKIE",4,"04","brodnicki",2,"02","Brodnica (gmina miejska)",1,"01","040201","Brodnica",,1,2,3,0,"Uwarunkowanie geograficzne (miasto usytuowane w niecce) czyni inwestycję w infrastrukturę nieopłacalnš.","2012-10-17 13:19"
961,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Unin","-",1,3,2,4,,"2012-10-17 13:22"
962,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","WOLIN","MONIUSZKI25",2,0,0,0,,"2012-10-17 13:22"
963,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Miłachowo",,1,2,1,0,,"2012-10-17 13:26"
964,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","3-go Maja 2",1,2,1,0,,"2012-10-17 13:31"
965,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Golczewo (gmina miejsko-wiejska)",2,"02","320702","Wysoka kamieńska","ul.Pomorska 20",1,3,2,1,,"2012-10-17 13:38"
966,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Ładzin",,1,3,2,1,,"2012-10-17 13:40"
967,"KUJAWSKO-POMORSKIE",4,"04","brodnicki",2,"02","Brodnica (gmina wiejska)",3,"03","040203","Brodnica","Żeglarska",1,2,1,0,,"2012-10-17 13:45"
968,"KUJAWSKO-POMORSKIE",4,"04","włocławski",18,18,"Izbica Kujawska (gmina miejsko-wiejska)",8,"08","041808","więtosławice",,2,0,0,0,,"2012-10-17 13:48"
969,"PODKARPACKIE",18,18,"kolbuszowski",6,"06","Niwiska (gmina wiejska)",4,"04","180604","Niwiska",,1,1,1,0,,"2012-10-17 13:54"
970,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","borzysław",,2,0,0,0,,"2012-10-17 13:58"
971,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Międzyzdroje (gmina miejsko-wiejska)",4,"04","320704","Lubin",,1,3,1,0,,"2012-10-17 13:59"
972,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Wolin","Bolesława Chrobrego",1,1,3,0,"jest to kosztowna inwestycja, ponieważ trzeba prowadzić nowa sieć.Dodam że jest to nowe osiedle domków jednorodzinnych,niektórzy zamieszkujš juz tam 9 lat.","2012-10-17 14:01"
973,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Golczewo (gmina miejsko-wiejska)",2,"02","320702","Wysoka Kamienska","Wiejska",1,2,1,0,,"2012-10-17 14:02"
974,"PODLASKIE",20,20,"kolneński",6,"06","Turol (gmina wiejska)",6,"06","200606","Łacha",,1,1,1,0,,"2012-10-17 14:10"
975,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Wrzosowo","Wrzosowo 71",1,2,1,0,,"2012-10-17 14:12"
976,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Skoszewo",,1,2,1,0,,"2012-10-17 14:17"
977,"PODLASKIE",20,20,"siemiatycki",10,10,"Perlejewo (gmina wiejska)",8,"08","201008","Leniki",,1,3,1,0,,"2012-10-17 14:45"
978,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Kołczewko",,1,2,1,0,,"2012-10-17 14:45"
979,"PODKARPACKIE",18,18,"kronieński",7,"07","Korczyna (gmina wiejska)",5,"05","180705","Korczyna",,1,2,1,0,,"2012-10-17 15:03"
980,"PODKARPACKIE",18,18,"ropczycko-sędziszowski",15,15,"Ostrów (gmina wiejska)",2,"02","181502","Ostrów",,2,0,0,0,,"2012-10-17 15:04"
981,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Grębowo",,1,4,1,0,,"2012-10-17 15:06"
982,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","kamień pomorski","gryficka",1,1,1,0,,"2012-10-17 15:12"
983,"PODLASKIE",20,20,"kolneński",6,"06","Turol (gmina wiejska)",6,"06","200606","Łacha",,1,3,1,0,,"2012-10-17 15:19"
984,"PODLASKIE",20,20,"kolneński",6,"06","Turol (gmina wiejska)",6,"06","200606","Łacha",,1,4,1,0,,"2012-10-17 15:20"
985,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Kornela Makuszyńskiego",1,3,1,0,,"2012-10-17 15:27"
986,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Kornela Makuszyńskiego",1,2,1,0,,"2012-10-17 15:28"
987,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Kornela Makuszyńskiego",1,3,0,0,,"2012-10-17 15:29"
988,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Kornela Makuszyńskiego",1,3,0,0,,"2012-10-17 15:30"
989,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Kornela Makuszyńskiego",1,3,0,0,,"2012-10-17 15:30"
990,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Kornela Makuszyńskiego",1,2,1,0,,"2012-10-17 15:32"
991,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Kornela Makuszyńskiego",1,3,1,0,,"2012-10-17 15:33"
992,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Recław",,1,1,1,0,,"2012-10-17 15:37"
993,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","wierzno (gmina wiejska)",5,"05","320705","chomino",,1,2,1,0,,"2012-10-17 15:43"
994,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","4-go Pułku Piechoty",1,2,1,0,,"2012-10-17 15:59"
995,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Karola Szymanowskiego",1,2,1,0,,"2012-10-17 16:01"
996,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Korzęcin",,1,1,1,0,,"2012-10-17 16:09"
997,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Żółcino",,1,1,1,0,,"2012-10-17 16:21"
998,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Chopina",2,0,0,0,,"2012-10-17 16:25"
999,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Rarwino",,1,1,1,0,,"2012-10-17 16:32"
1000,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski",,2,0,0,0,,"2012-10-17 16:32"
1001,"WIELKOPOLSKIE",30,30,"leszczyński",13,13,"Wijewo (gmina wiejska)",6,"06","301306","Zaborówiec",,1,2,1,0,,"2012-10-17 17:21"
1002,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Fryderyka Chopina",0,0,3,0,"Przedstawiciele Orange,którzy reprezentujš TP S.A twierdzš że inwestycja będzie zakończona w tym roku i miała być rozpoczęta w padzierniku, jednak nic nie wskazuje że jest cokolwiek planowane aby położyć kabel.Czekamy cierpliwie aby mieć możliwoć z korzystania ze stałego łšcza a nie drogiego mobilnego internetu","2012-10-17 17:25"
1003,"MAZOWIECKIE",14,14,"grodziski",5,"05","Żabia Wola (gmina wiejska)",6,"06","140506","Grzmišca","Polnej Róży 1",1,3,2,3,,"2012-10-17 17:46"
1004,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Dziwnów (gmina miejsko-wiejska)",1,"01","320701","Dziwnówek","Zdrojowa",1,4,3,0,,"2012-10-17 17:52"
1005,"ZACHODNIOPOMORSKIE",32,32,"policki",11,11,"Dobra (Szczecińska) (gmina wiejska)",1,"01","321101","Mierzyn","Równa",1,1,2,4,,"2012-10-17 17:56"
1006,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","wierzno (gmina wiejska)",5,"05","320705","Stuchowo",,1,1,1,0,,"2012-10-17 18:04"
1007,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Szpitalna6/5",1,2,3,0,"Netia, u której zamówiłam usługę nie wywišzała się a ponadto zapłaciłam kare za przed terminowe rozwišzanie umowy.Nie mogłam korzystać z usług ponieważ odesłałam ""ruter"". Teraz korzystam z PLAY ,ale też nie jestem zadowolona,ponieważ jest drogo i mała iloć MB.","2012-10-17 18:20"
1008,"LUBELSKIE",6,"06","chełmski",3,"03","Chełm (gmina wiejska)",3,"03","060303","Serebrzyszcze",,1,2,1,0,,"2012-10-17 18:45"
1009,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Rarwino",,2,0,0,0,,"2012-10-17 19:22"
1010,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","wrzosowo","osiedle Bursztynowe",1,2,3,0,"Nie sš w stanie okrelić terminu realizacji inwestycji.","2012-10-17 19:33"
1011,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","wierzno (gmina wiejska)",5,"05","320705","Gostyń",,2,0,0,0,,"2012-10-17 19:33"
1012,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Wisełka",,1,1,3,0,"Ograniczenie do 2 GB","2012-10-17 19:34"
1013,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Borucin",,1,1,1,0,,"2012-10-17 19:37"
1014,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","wierzno (gmina wiejska)",5,"05","320705","wierzno",,1,2,1,0,,"2012-10-17 19:38"
1015,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","wrzosowo",,2,0,0,0,,"2012-10-17 19:40"
1016,"LUBELSKIE",6,"06","hrubieszowski",4,"04","Werbkowice (gmina wiejska)",8,"08","060408","Werbkowice","Księdza Klingera",1,1,1,0,,"2012-10-17 19:48"
1017,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Wisełka","Warnowska",1,2,1,0,,"2012-10-17 19:56"
1018,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Łuskowo",,1,2,1,0,,"2012-10-17 20:04"
1019,"LĽSKIE",24,24,"żywiecki",17,17,"lemień (gmina wiejska)",12,12,"241712","Las","Ul. Borowina",1,2,1,0,,"2012-10-17 20:12"
1020,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Wolin (gmina miejsko-wiejska)",6,"06","320706","Wisełka","wierkowa",1,1,3,0,"Połeżenie kabla przekraacza pewnš kwotę i poprostu nie położa bo się niekalkuluję im ta inwestycja.","2012-10-17 20:19"
1021,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Wrzosowo","Os. Bursztynowe",1,1,1,0,,"2012-10-17 20:20"
1022,"PODLASKIE",20,20,"łomżyński",7,"07","Łomża (gmina wiejska)",2,"02","200702","Koty",,1,1,1,0,,"2012-10-17 20:23"
1023,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Golczewo (gmina miejsko-wiejska)",2,"02","320702","Kretlewo",,1,2,1,0,,"2012-10-17 20:25"
1024,"PODKARPACKIE",18,18,"rzeszowski",16,16,"Głogów Małopolski (gmina miejsko-wiejska)",6,"06","181606","Budy Głogowskie",,1,4,1,0,,"2012-10-17 20:27"
1025,"PODKARPACKIE",18,18,"leżajski",8,"08","Nowa Sarzyna (gmina miejsko-wiejska)",5,"05","180805","Nowa Sarzyna","Jelna",1,1,1,0,,"2012-10-17 20:32"
1026,"KUJAWSKO-POMORSKIE",4,"04","toruński",15,15,"Wielka Nieszawka (gmina wiejska)",8,"08","041508","Mała Nieszawka","Prosta",1,2,1,0,,"2012-10-17 20:55"
1027,"MAZOWIECKIE",14,14,"przasnyski",22,22,"Czernice Borowe (gmina wiejska)",3,"03","142203","Grójec",,1,3,1,0,,"2012-10-17 21:05"
1028,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Chopina",1,1,1,0,,"2012-10-17 21:12"
1029,"OPOLSKIE",16,16,"kluczborski",4,"04","Wołczyn (gmina miejsko-wiejska)",4,"04","160404","Wołczyn","Rynek",1,1,0,0,,"2012-10-17 21:18"
1030,"KUJAWSKO-POMORSKIE",4,"04","chełmiński",4,"04","Unisław (gmina wiejska)",7,"07","040407","Unisław","Grudzišdzka",1,2,1,0,,"2012-10-17 21:29"
1031,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Wrzosowo",,1,1,1,0,,"2012-10-17 21:54"
1032,"KUJAWSKO-POMORSKIE",4,"04","nakielski",10,10,"Kcynia (gmina miejsko-wiejska)",1,"01","041001","PALMIEROWO",,1,1,1,0,,"2012-10-17 22:03"
1033,"LUBELSKIE",6,"06","krasnostawski",6,"06","Kraniczyn (gmina wiejska)",6,"06","060606","Bończa","nr55",1,2,1,0,,"2012-10-17 22:23"
1034,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Chrobrego",1,1,1,0,,"2012-10-17 22:29"
1035,"LUBELSKIE",6,"06","kranicki",7,"07","Kranik (gmina wiejska)",5,"05","060705","Stróża-Kolonia","Akacjowa",1,1,3,0,"Brak możliwoci technicznych, należy wykonać przyłšcze około sto kilkadziesišt metrów. ","2012-10-17 22:35"
1036,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Żółcino",,1,2,1,0,,"2012-10-17 22:37"
1037,"WIELKOPOLSKIE",30,30,"złotowski",31,31,"Jastrowie (gmina miejsko-wiejska)",2,"02","303102","Jastrowie","Wojska Polskiego",2,0,0,0,,"2012-10-17 23:30"
1038,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamień Pomorski","Na szuwarach / Orzeszkowej",1,1,1,0,,"2012-10-17 23:44"
1039,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Kamień Pomorski (gmina miejsko-wiejska)",3,"03","320703","Kamien Pom","Kornela Makuszyńskiego",1,1,1,0,,"2012-10-18 01:05"
1040,"PODLASKIE",20,20,"hajnowski",5,"05","Narewka (gmina wiejska)",9,"09","200509","Nowa Łuka","Lena",1,2,1,0,,"2012-10-18 07:30"
1041,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","wierzno (gmina wiejska)",5,"05","320705","wierzno",,1,2,1,0,,"2012-10-18 07:51"
1042,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Golczewo (gmina miejsko-wiejska)",2,"02","320702","Golczewo","Osiedle Zdrojowe",1,1,2,2,,"2012-10-18 07:52"
1043,"MAZOWIECKIE",14,14,"wołomiński",34,34,"Radzymin (gmina miejsko-wiejska)",9,"09","143409","Radzymin","Polskiej Organizacji Wojskowej",1,3,1,0,,"2012-10-18 07:53"
1044,"ZACHODNIOPOMORSKIE",32,32,"kamieński",7,"07","Dziwnów (gmina miejsko-wiejska)",1,"01","320701","Dziwnów","sienkiewicza",1,5,1,0,,"2012-10-18 08:37"
