"nazwa główna","szerokość geograficzna","długość geograficzna","identyfikator jednostki podziału terytorialnego kraju"
"Celiny Przesławickie","50°19'01''","19°58'51''","1208055"
"Szulcówki","50°16'22''","19°59'41''","1206032"
"Celiny Szlacheckie","51°54'38''","22°12'18''","0611072"
"Celiny Włościańskie","51°54'58''","22°12'09''","0611072"
"Celmerostwo","54°07'35''","18°22'36''","2213095"
"Celowizna","53°07'45''","21°37'23''","1415062"
"Celów","50°57'30''","16°10'50''","0219032"
"Czeluśnia","50°53'27''","19°58'15''","2613065"
"Cełujki","52°05'49''","22°54'02''","0601032"
"Cempkowo","52°35'20''","20°25'28''","1420092"
"Cempory","52°37'06''","22°25'31''","1416062"
"Cempówka","49°31'12''","20°47'22''","1210082"
"Campówka Niżna","49°34'16''","20°48'37''","1210052"
"Campówka Wyżna","49°34'29''","20°48'60''","1210052"
"Fydówka","49°34'02''","20°48'39''","1210052"
"Cendrowice","51°58'07''","21°07'59''","1418015"
"Cendrowo","52°44'39''","19°31'18''","1427032"
"Ceniawy","51°33'47''","19°47'33''","1016022"
"Centawa","50°30'40''","18°24'31''","1611022"
"Osiedle Centralne","50°34'14''","22°03'42''","1818011"
"Centrum","51°31'25''","17°16'02''","0213034"
"Centrum","52°44'09''","23°35'23''","2005011"
"Centrum","52°13'55''","21°00'40''","1465108"
"Centrum","50°34'29''","21°40'27''","1864011"
"Centrum","50°25'27''","21°56'43''","1818022"
"Centrum","50°52'50''","21°18'20''","2607032"
"Centrum","49°34'37''","19°49'42''","1211132"
"Śródmieście","49°44'46''","21°28'33''","1805011"
"Centrum","49°30'50''","19°48'12''","1211032"
"Centrum","50°14'34''","19°08'21''","2470011"
"Centrum","49°25'36''","20°28'52''","1211024"
"Centrum","49°55'25''","19°06'44''","2402095"
"Centrum","49°49'53''","18°39'26''","2403082"
"Centrum","49°43'34''","18°54'29''","2403042"
"Centrum","49°39'12''","18°51'50''","2403031"
"Centrum","49°33'47''","18°54'01''","2403092"
"Centrum","49°43'10''","19°02'20''","2402011"
"Centrum","49°39'37''","19°33'29''","1215082"
"Osiedle Centrum A","50°04'18''","20°02'24''","1261039"
"Osiedle Centrum B","50°04'25''","20°02'21''","1261039"
"Osiedle Centrum C","50°04'25''","20°02'12''","1261039"
"Osiedle Centrum D","50°04'22''","20°02'03''","1261039"
"Osiedle Centrum E","50°04'14''","20°02'22''","1261039"
"Osiedle Centrum","52°26'33''","15°34'48''","0803024"
"Centrum","52°13'55''","19°21'37''","1002011"
"Osiedle Centrum","53°38'60''","22°27'27''","2004011"
"Osiedle Centrum","53°24'26''","23°29'57''","2011084"
"Centrum","53°04'37''","21°35'24''","1461011"
"Osiedle Centrum","50°08'52''","18°50'26''","2408011"
"Centuria","50°24'42''","19°28'60''","2416055"
"Cepigi","49°33'04''","19°45'09''","1211052"
"Cepno","53°18'34''","18°32'14''","0404062"
"Ceradz Dolny","52°25'15''","16°34'16''","3024022"
"Ceradz Kościelny","52°26'14''","16°35'34''","3021172"
"Ceran","53°27'17''","21°34'41''","1415072"
"Ceranów","52°37'57''","22°13'44''","1429032"
"Kolonia Ceranów","52°36'58''","22°15'27''","1429032"
"Cerchla","49°48'00''","19°12'08''","2417022"
"Cerekiew","51°24'23''","21°03'21''","1425132"
"Cerekiew","50°05'21''","20°29'60''","1201022"
"Kolonia Cerekiew","51°24'28''","21°02'30''","1425132"
"Cerekwica","51°18'51''","17°07'37''","0220035"
"Cerekwica","52°31'15''","16°41'28''","3021132"
"Cerekwica","52°49'48''","17°38'20''","0419065"
"Ceremugowa","49°41'33''","19°41'28''","1215065"
"Cergowa","49°33'18''","21°41'20''","1807025"
"Cerchlisko","49°43'35''","19°00'33''","2402011"
"Cerkawizna","51°01'42''","19°24'23''","1012122"
"Cerki","49°37'07''","20°10'20''","1207092"
"Cerkiewnik","53°54'51''","20°24'03''","2814035"
"Kolonia Cerkiewnik","53°54'37''","20°22'11''","2814035"
"Cerle","50°56'46''","20°51'54''","2604025"
"Cerklina","51°30'34''","18°46'07''","1014082"
"Cerkwica","54°00'31''","15°06'30''","3205032"
"Cerla","49°45'41''","19°18'23''","2417072"
"Cerla","49°43'47''","19°15'11''","2417072"
"Cyrchel","49°41'10''","19°29'32''","1215072"
"Cerla","49°30'32''","19°12'34''","2417142"
"Cerla","49°36'28''","19°23'53''","2417042"
"Cerla","49°30'58''","18°59'45''","2417092"
"Cerlice","49°34'58''","19°23'01''","2417042"
"Cerliska","49°37'59''","19°25'26''","2417052"
"Sieromino","54°18'05''","17°36'21''","2201032"
"Cesarka","51°52'51''","19°36'56''","1020085"
"Cesarka","51°23'02''","18°22'48''","1018042"
"Cesarska Łaska","51°41'44''","18°57'18''","1019025"
"Cesarzowice","51°06'20''","16°33'57''","0218045"
"Cesarzowice","51°03'41''","16°55'27''","0223045"
"Cesin","52°07'05''","20°50'59''","1421052"
"Cesin","50°03'11''","22°22'33''","1814062"
"Cesinek","52°13'13''","20°34'18''","1432015"
"Cesinów-Głudna","51°49'42''","20°44'05''","1406022"
"Cesinów-Las","51°50'27''","20°43'48''","1406022"
"Ceteń","51°30'51''","20°17'46''","1007062"
"Ceteń","51°31'51''","20°33'33''","1423042"
"Ceteń","51°29'36''","20°14'45''","1007045"
"Cetki","53°04'19''","19°19'38''","0412042"
"Cetlin","52°44'48''","19°48'22''","1427022"
"Cetniewo","54°48'00''","18°23'18''","2211044"
"Cetty","52°23'07''","18°57'29''","0418065"
"Cetula","50°06'19''","22°47'48''","1804112"
"Cetuń","54°05'22''","16°35'26''","3209065"
"Cetynia","50°04'51''","23°13'15''","1809042"
"Cetyń","54°13'27''","17°09'10''","2201092"
"Cewice","54°26'10''","17°44'05''","2208032"
"Cewice","54°26'24''","17°45'51''","2208032"
"Cewice Wybudowane","54°26'24''","17°45'25''","2208032"
"Cewków","50°15'09''","22°52'13''","1809072"
"Wola Cewkowska","50°14'50''","22°50'43''","1809072"
"Cewlino","54°07'21''","16°14'58''","3209042"
"Cezarów","52°14'22''","21°25'46''","1412052"
"Cezarówka Dolna","50°09'35''","19°20'36''","2468011"
"Cezarówka Górna","50°10'25''","19°20'36''","2468011"
"Cezaryn","51°32'51''","22°00'39''","0614112"
"Cezaryn","51°22'17''","22°16'27''","0609042"
"Chaba Klizińska","51°08'06''","19°35'30''","1012072"
"Chabalina","49°48'15''","20°42'18''","1210032"
"Chabalina","49°48'20''","20°42'02''","1202035"
"Chabasów","50°43'28''","20°21'46''","2602082"
"Chaberek","53°16'46''","21°34'31''","1415072"
"Chaberkowo","53°36'33''","20°33'06''","2814102"
"Chabie","51°35'06''","18°44'32''","1014011"
"Chabiedy","49°45'37''","20°00'32''","1209042"
"Chabielice","51°15'58''","19°06'48''","1001072"
"Chabielice-Kolonia","51°15'50''","19°07'01''","1001072"
"Chabierów","51°42'14''","18°31'40''","1014025"
"Chabinowa","49°29'54''","19°36'40''","1211072"
"Chabinówka","49°37'26''","19°47'39''","1215052"
"Chabka","49°56'49''","21°58'28''","1863011"
"Chabowo","53°13'44''","14°45'59''","3212012"
"Chabówka","49°35'41''","19°55'59''","1211125"
"Chabówka","49°31'10''","19°46'58''","1211032"
"Chabówko","53°13'53''","14°47'56''","3212012"
"Chabrosówka","50°46'26''","23°20'32''","0620092"
"Osiedle Chabrów","50°40'43''","17°55'52''","1661011"
"Chabsko","52°37'37''","17°55'45''","0409035"
"Chabudówka","50°41'06''","22°11'60''","0605072"
"Chabzewo","54°05'50''","17°32'43''","2201082"
"Chachalnia","51°38'31''","17°25'50''","3012065"
"Chachatki","49°36'56''","20°10'27''","1207092"
"Chachłuszka","54°08'48''","22°44'22''","2012022"
"Hadałówka","49°58'15''","22°09'42''","1816042"
"Chadziajówka","50°26'13''","20°16'50''","2608015"
"Chajczyny","51°27'59''","19°06'34''","1001085"
"Chajdyce","53°33'41''","21°10'15''","2817072"
"Chajew","51°31'18''","18°29'35''","1014032"
"Chajew-Kolonia","51°30'45''","18°30'28''","1014032"
"Chajęty","52°27'43''","21°15'54''","1434052"
"Chalabówka","49°48'11''","19°45'52''","1209075"
"Chalakówka","49°58'25''","20°03'01''","1219055"
"Chalin","52°36'05''","16°02'27''","3014045"
"Chalin","52°41'16''","19°23'22''","0408045"
"Kolonia Chalin","52°42'53''","19°23'32''","0408045"
"Chalinek","52°45'51''","19°13'20''","0408092"
"Kolonia Chalińska","52°28'42''","18°41'04''","0411072"
"Chalno","52°29'18''","18°41'07''","0411072"
"Chalno-Parcele","52°28'39''","18°40'19''","0411072"
"Chałacie","52°52'35''","19°25'10''","0408075"
"Chaławy","52°07'31''","16°51'03''","3026012"
"Chałków","51°02'25''","18°48'27''","2406032"
"Chałupa","54°15'06''","17°40'41''","2201072"
"Chałupianka","49°38'15''","18°55'20''","2403031"
"Chałupiska","49°39'44''","19°20'01''","2417042"
"Chałupisko","49°31'19''","20°28'33''","1210092"
"Chałupki","50°58'34''","15°21'40''","0212044"
"Chałupki","51°02'41''","15°37'05''","0212025"
"Chałupki","51°34'13''","17°43'47''","3017035"
"Tabor Wielki-Chałupki","51°16'51''","17°50'53''","3008022"
"Chałupki","50°53'50''","18°34'19''","1608052"
"Chałupki","50°22'13''","18°05'11''","1603062"
"Chałupki","49°55'31''","18°19'04''","2411042"
"Chałupki","50°29'20''","16°59'44''","0224032"
"Chałupki","51°13'27''","21°48'19''","1409012"
"Chałupki","50°35'57''","21°45'35''","1864011"
"Chałupki","50°58'37''","21°38'32''","2606072"
"Chałupki","50°25'20''","22°16'53''","1812065"
"Chałupki","50°15'47''","22°24'17''","1808011"
"Chałupki","50°03'49''","21°54'10''","1816122"
"Chałupki","50°20'50''","22°38'31''","1808032"
"Chałupki","50°16'35''","22°46'31''","1814022"
"Chałupki","50°05'02''","22°31'39''","1814062"
"Chałupki","51°34'30''","18°47'55''","1014082"
"Chałupki","50°43'27''","23°33'28''","0620062"
"Chałupki","49°54'30''","22°20'26''","1814042"
"Chałupki","49°49'54''","22°22'28''","1813022"
"Chałupki","49°52'58''","22°46'39''","1813072"
"Chałupki","51°04'19''","18°20'24''","1604015"
"Chałupy","51°03'14''","19°52'49''","1012115"
"Chałupki","50°37'57''","20°46'37''","2604045"
"Chałupki","50°54'48''","20°01'14''","2613022"
"Chałupki","50°29'33''","20°48'29''","2601015"
"Chałupki","50°30'32''","20°47'54''","2601015"
"Chałupki","50°20'46''","21°00'25''","2601042"
"Chałupki","50°23'14''","20°56'37''","2601052"
"Chałupki","50°42'21''","20°36'29''","2604122"
"Chałupki","50°37'20''","19°51'47''","2416085"
"Chałupki","50°30'54''","19°35'29''","2416042"
"Chałupki","50°30'28''","19°39'47''","2416075"
"Chałupki","50°03'16''","19°46'33''","1206072"
"Chałupki","50°22'06''","20°21'36''","2608015"
"Chałupki","50°22'44''","20°29'17''","2603022"
"Chałupki","50°16'04''","20°34'43''","2603012"
"Chałupki","50°04'34''","20°19'43''","1219045"
"Chałupki","50°05'39''","20°28'49''","1201032"
"Chałupki","49°40'58''","20°20'39''","1207112"
"Chałupki","49°40'02''","20°20'59''","1207112"
"Chałupki","50°03'01''","20°07'40''","1261039"
"Chałupki","49°42'34''","20°08'32''","1207092"
"Chałupki","50°26'15''","19°25'55''","2416055"
"Marklowice-Chałupki","50°01'49''","18°30'23''","2415082"
"Chałupki","50°00'08''","19°33'22''","1218062"
"Chałupki Biskupickie","50°07'56''","20°52'02''","1216154"
"Chałupki Chotynieckie","49°59'43''","22°59'47''","1804082"
"Chałupki Dębniańskie","50°10'20''","22°30'45''","1808042"
"Chałupki Górne","50°03'15''","20°07'31''","1261039"
"Chałupki Grzymalskie","50°31'43''","20°56'54''","2601072"
"Chałupki Łaziskie","51°20'29''","20°53'18''","1430042"
"Chałupki Medyckie","49°48'18''","22°54'27''","1813062"
"Chałupki Mękarzowskie","50°21'34''","20°30'46''","2603022"
"Chałupki Nienowickie","49°56'08''","22°55'04''","1804082"
"Chałupki","50°14'02''","22°33'34''","1808042"
"Chałupki Sieczkowskie","50°31'10''","20°56'44''","2601072"
"Chałupki Zbrzańskie","50°44'51''","20°33'42''","2604122"
"Kolonia","50°42'08''","20°37'43''","2604122"
"Chałupne","51°35'34''","23°07'48''","0613012"
"Chałupniki","50°58'52''","15°18'00''","0210035"
"Chałupniki","49°45'25''","19°58'38''","1209042"
"Chałupniki","49°45'13''","20°03'31''","1209092"
"Chałupska","51°01'11''","15°15'03''","0210035"
"Chałupska","51°02'01''","15°18'10''","0210055"
"Chałupska","50°58'26''","15°17'53''","0210035"
"Chałupska","52°41'47''","17°54'44''","0409035"
"Chałupy","51°34'24''","17°24'30''","0213035"
"Chałupy","50°49'16''","18°17'23''","1604032"
"Chałupy","54°45'33''","18°30'32''","2211045"
"Chałupy","54°07'59''","16°10'28''","3209082"
"Chałupy","50°05'25''","18°51'02''","2408031"
"Chałupy","49°55'48''","18°43'08''","2403115"
"Chałupy","49°57'60''","19°41'46''","1206115"
"Gały","51°55'10''","23°09'47''","0601092"
"Chamajdówka","51°21'15''","21°47'23''","1436032"
"Hamentów","51°41'14''","18°53'01''","1019025"
"Chamówka","50°56'35''","21°54'29''","0607025"
"Chamsk","53°01'26''","19°55'47''","1437065"
"Kolonia Chamsk","53°00'51''","19°56'08''","1437065"
"Chanie-Chursy","52°28'43''","23°08'04''","2010072"
"Chańcza","50°40'01''","21°05'02''","2604162"
"Chańcza","50°38'43''","21°04'20''","2604162"
"Chańki","52°33'57''","23°04'35''","2010062"
"Chapowo","53°57'26''","23°00'17''","2001052"
"Chaptyzów","51°18'29''","19°39'09''","1010082"
"Chaptyzów","51°06'20''","19°42'49''","1012102"
"Charańczykówka","49°45'30''","19°28'33''","1215072"
"Charbice Dolne","51°47'14''","19°09'14''","1008062"
"Charbice Górne","51°47'37''","19°07'41''","1008062"
"Charbielin","51°58'42''","16°22'15''","3013072"
"Charbielin","50°20'07''","17°25'50''","1607015"
"Charbin","52°25'42''","17°53'11''","3023052"
"Charbinowice","50°16'56''","20°36'36''","2603042"
"Charbowo","52°39'20''","17°24'51''","3003055"
"Charbrowo","54°40'41''","17°35'44''","2208052"
"Charbrowski Bór","54°42'00''","17°34'18''","2208052"
"Charchocin","52°27'59''","19°09'13''","0418115"
"Charchów Księży","51°48'27''","18°50'50''","1011062"
"Charchów Pański","51°49'47''","18°51'22''","1011062"
"Charchówek","51°49'43''","18°51'05''","1011062"
"Charciabałda","53°20'18''","21°16'41''","1415085"
"Charcice","52°38'47''","16°12'42''","3014012"
"Charężów","50°50'18''","20°23'23''","2604035"
"Charlawa","51°26'47''","18°51'29''","1003042"
"Charlejów","51°39'31''","22°16'15''","0611062"
"Kolonia Charlejów","51°40'40''","22°16'42''","0611062"
"Charlęż","51°19'34''","22°43'27''","0610062"
"Charlęż-Kolonia","51°19'42''","22°43'07''","0610062"
"Charłub","52°02'04''","17°15'41''","3026035"
"Kolonia Charłupia-Drzązna","51°33'43''","18°38'14''","1014102"
"Charłupia-Las","51°32'47''","18°36'38''","1014102"
"Charłupia Mała","51°37'12''","18°40'44''","1014082"
"Kolonia Charłupia Mała","51°37'15''","18°41'19''","1014082"
"Charłupia Wielka","51°34'14''","18°37'47''","1014102"
"Charnowo","54°32'45''","16°55'32''","2212102"
"Charnowo","53°53'59''","15°18'59''","3205045"
"Charstek","49°52'57''","20°04'26''","1209014"
"Charszewo","52°59'16''","19°20'35''","0412032"
"Charsznica","50°24'48''","19°56'08''","1208012"
"Miechów-Charsznica","50°23'48''","19°56'50''","1208012"
"Chartowa","51°35'47''","21°30'37''","1407054"
"Chartowo","52°23'21''","16°58'60''","3064011"
"Chartowo","54°00'27''","19°16'57''","2216015"
"Chartów","52°31'05''","14°49'24''","0807032"
"Charubin","53°20'25''","21°40'44''","2006062"
"Charubiny","53°24'17''","21°47'22''","2006062"
"Charwatówka","49°40'46''","19°45'33''","1215052"
"Charwatynia","54°34'15''","18°03'52''","2215072"
"Charytany","50°00'01''","22°56'10''","1804052"
"Charytany","49°58'51''","22°58'41''","1804082"
"Charz Drugi","51°16'25''","22°13'13''","0614084"
"Charz Pierwszy","51°17'12''","22°11'60''","0614084"
"Charzew","51°43'01''","19°24'20''","1061039"
"Charzewice","50°36'14''","22°01'17''","1818011"
"Charzewice","49°52'14''","20°45'11''","1216145"
"Charzewo","52°33'32''","17°17'44''","3003042"
"Charzowice","50°18'35''","20°35'03''","2603022"
"Charzykowy","53°44'08''","17°30'38''","2202032"
"Charzyno","54°05'22''","15°34'24''","3208062"
"Kolonia Charzyno","54°05'29''","15°32'49''","3208062"
"Charzyny","52°51'52''","20°10'15''","1420102"
"Charzyny-Borzymy","52°51'57''","20°08'54''","1420102"
"Charzyny-Dłużyce","52°52'01''","20°10'55''","1420102"
"Charzyny-Rogale","52°51'53''","20°10'09''","1420102"
"Charzyny-Sadkowięta","52°51'41''","20°10'32''","1420102"
"Chatalonki","49°37'14''","18°57'18''","2403031"
"Gąska","50°48'30''","15°48'18''","0206072"
"Chawłodno","52°55'32''","17°17'46''","3028035"
"Chawłowo","52°02'52''","20°37'37''","1405045"
"Osiedle Chącińskiego","51°55'59''","22°22'52''","0611011"
"Chądzyny-Krusze","52°54'01''","20°09'06''","1413052"
"Chądzyny-Kuski","52°53'50''","20°10'02''","1413052"
"Chądzyny-Las","52°54'44''","20°09'46''","1413052"
"Szymańczyki","52°53'60''","20°10'12''","1413052"
"Chądzyń","52°35'49''","22°19'26''","1429092"
"Chąsiówka","49°43'45''","20°05'23''","1207092"
"Chąśno","52°11'09''","19°55'59''","1005032"
"Chąśno Drugie","52°11'46''","19°55'52''","1005032"
"Chebdówka","49°47'41''","20°07'21''","1209092"
"Chebdówka","49°35'23''","20°50'14''","1210052"
"Chebdzie","50°37'43''","19°56'41''","2613032"
"Kolonia Chebdzie","50°37'35''","19°55'56''","2613032"
"Chebzie","50°42'39''","20°44'14''","2604152"
"Chebzie","50°18'08''","18°52'55''","2472011"
"Chechło","50°24'38''","18°24'16''","2405052"
"Chechło","50°22'00''","19°30'37''","1212042"
"Chechło Drugie","51°38'13''","19°17'11''","1008042"
"Chechło Pierwsze","51°38'58''","19°17'56''","1008042"
"Chechłowo","52°30'29''","22°34'34''","2010025"
"Chechły","51°25'09''","21°44'57''","1436022"
"Chechły","50°02'19''","21°34'54''","1815034"
"Kolonia Chechły","51°25'05''","21°45'57''","1436022"
"Chechnówka","52°33'20''","20°52'13''","1414045"
"Checwoda","51°34'34''","18°27'25''","1014025"
"Chełb","51°12'58''","20°29'31''","2605035"
"Chełchy","54°10'03''","22°22'38''","2813032"
"Chełchy","54°02'30''","22°17'05''","2813052"
"Chełchy","53°52'48''","22°27'59''","2805022"
"Chełchy","53°31'19''","22°08'29''","2006022"
"Chełchy","53°00'47''","21°20'02''","1411092"
"Chełchy-Chabdzyno","52°51'47''","20°58'47''","1411032"
"Chełchy-Cibory","52°52'15''","20°58'42''","1411032"
"Chełchy-Jakusy","52°52'11''","20°57'02''","1411032"
"Chełchy-Klimki","52°52'03''","20°57'51''","1411032"
"Chełchy Kmiece","52°51'48''","21°00'21''","1411032"
"Chełchy Dzierskie","52°52'37''","20°58'48''","1411032"
"Chełchy Iłowe","52°52'54''","20°57'08''","1411032"
"Chełkowo","51°58'50''","16°40'17''","3011055"
"Chełkówko","51°50'21''","17°27'55''","3012035"
"Chełm","51°34'33''","16°23'37''","0211032"
"Chełm","51°07'43''","16°27'39''","0218022"
"Chełm","54°20'30''","18°37'42''","2261011"
"Chełm","54°03'24''","20°31'24''","2809032"
"Chełm","51°08'01''","23°28'18''","0662011"
"Chełm","49°52'09''","22°24'25''","1813022"
"Chełm","50°21'31''","19°45'20''","1212075"
"Chełmy","50°09'10''","20°23'05''","1214035"
"Chełm","49°58'18''","20°19'11''","1201022"
"Chełm","50°04'03''","19°50'57''","1261029"
"Chełm","49°48'01''","19°58'21''","1209034"
"Podchełm","49°48'32''","19°37'51''","1218072"
"Chełm","49°48'38''","19°40'51''","1215032"
"Chełm Dolny","52°52'07''","14°36'43''","3206085"
"Chełm Górny","52°52'54''","14°35'20''","3206085"
"Chełm Gryficki","54°04'03''","15°13'58''","3205085"
"Chełm Mały","50°06'12''","19°13'25''","2414052"
"Chełm Śląski","50°06'27''","19°11'43''","2414052"
"Chełm Żarski","51°47'08''","14°53'58''","0811065"
